OrderID,ProductID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,QuantityReceived,DefectQuantity,OrderStatus
ORD00521,PRD004,Prime Battery Corp,2026-04-30,2026-05-10,2026-05-10,500,500,0,Delivered
ORD00522,PRD020,Apex Component Ltd,2026-06-29,2026-07-02,2026-07-02,100,100,0,Delivered
ORD00523,PRD015,Nexus Logistics,2025-07-29,2025-08-08,2025-08-08,250,250,0,Delivered
ORD00524,PRD014,Apex Component Ltd,2025-12-12,2025-12-15,2025-12-15,500,500,0,Delivered
ORD00525,PRD017,Apex Component Ltd,2026-01-21,2026-01-31,2026-01-31,1000,1000,0,Delivered
ORD00526,PRD005,Apex Component Ltd,2026-02-15,2026-02-20,2026-02-23,250,250,0,Delivered
ORD00527,PRD015,Nexus Logistics,2025-10-01,2025-10-08,2025-10-08,100,100,0,Delivered
ORD00528,PRD019,Global Screen Supply,2025-08-04,2025-08-07,2025-08-07,1000,1000,0,Delivered
ORD00529,PRD020,Nexus Logistics,2026-05-28,2026-06-04,2026-06-04,100,100,0,Delivered
ORD00530,PRD016,Apex Component Ltd,2025-11-16,2025-11-21,2025-11-21,100,100,0,Delivered
ORD00531,PRD010,Global Screen Supply,2026-02-24,2026-03-01,2026-03-06,500,500,0,Delivered
ORD00532,PRD003,Apex Component Ltd,2026-03-22,2026-03-27,2026-03-27,250,250,0,Delivered
ORD00533,PRD018,Apex Component Ltd,2025-08-20,2025-08-27,2025-08-27,100,100,0,Delivered
ORD00534,PRD012,Global Screen Supply,2026-05-07,2026-05-10,2026-05-08,1000,1000,0,Delivered
ORD00535,PRD009,Apex Component Ltd,2026-01-01,2026-01-04,2026-01-04,100,100,0,Delivered
ORD00536,PRD017,Prime Battery Corp,2026-03-05,2026-03-10,2026-03-10,250,250,0,Delivered
ORD00537,PRD016,Prime Battery Corp,2025-10-16,2025-10-26,2025-10-26,500,500,0,Delivered
ORD00538,PRD004,Global Screen Supply,2025-09-26,2025-10-03,2025-10-03,50,50,0,Delivered
ORD00539,PRD017,Stellar Packing Ltd,2025-10-25,2025-11-04,2025-11-04,50,50,0,Delivered
ORD00540,PRD012,Stellar Packing Ltd,2025-09-17,2025-09-24,,100,0,0,Cancelled
ORD00541,PRD015,Nexus Logistics,2026-03-14,2026-03-21,2026-03-21,1000,1000,53,Delivered
ORD00542,PRD007,Apex Component Ltd,2026-06-19,2026-06-26,2026-06-26,250,250,0,Delivered
ORD00543,PRD003,Apex Component Ltd,2025-11-08,2025-11-13,2025-11-13,500,500,0,Delivered
ORD00544,PRD020,Global Screen Supply,2026-01-24,2026-01-27,2026-01-27,250,250,0,Delivered
ORD00545,PRD012,Stellar Packing Ltd,2025-10-28,2025-11-07,2025-11-07,500,500,0,Delivered
ORD00546,PRD010,Nexus Logistics,2026-03-05,2026-03-08,2026-03-08,500,500,0,Delivered
ORD00547,PRD018,Apex Component Ltd,2025-08-17,2025-08-31,2025-08-31,50,50,0,Delivered
ORD00548,PRD004,Nexus Logistics,2025-10-24,2025-10-29,,500,0,0,Cancelled
ORD00549,PRD014,Prime Battery Corp,2026-01-01,2026-01-15,2026-01-15,500,500,0,Delivered
ORD00550,PRD003,Stellar Packing Ltd,2025-12-04,2025-12-07,2025-12-09,500,500,27,Delivered
ORD00551,PRD010,Stellar Packing Ltd,2026-06-05,2026-06-12,2026-06-15,500,500,8,Delivered
ORD00552,PRD005,Global Screen Supply,2026-03-05,2026-03-19,2026-03-19,100,100,0,Delivered
ORD00553,PRD016,Nexus Logistics,2025-08-04,2025-08-14,2025-08-14,1000,1000,0,Delivered
ORD00554,PRD014,Nexus Logistics,2026-05-17,2026-05-31,2026-06-07,1000,1000,0,Delivered
ORD00555,PRD018,Apex Component Ltd,2025-12-09,2025-12-19,2025-12-19,500,500,0,Delivered
ORD00556,PRD016,Prime Battery Corp,2026-03-06,2026-03-11,2026-03-11,1000,1000,0,Delivered
ORD00557,PRD012,Nexus Logistics,2025-10-15,2025-10-29,2025-10-29,100,100,0,Delivered
ORD00558,PRD016,Prime Battery Corp,2025-11-22,2025-11-27,,1000,0,0,Cancelled
ORD00559,PRD001,Prime Battery Corp,2025-12-05,2025-12-12,2025-12-12,100,100,0,Delivered
ORD00560,PRD016,Prime Battery Corp,2026-01-15,2026-01-22,2026-01-22,50,50,0,Delivered
ORD00561,PRD004,Apex Component Ltd,2026-06-02,2026-06-16,2026-06-18,50,50,0,Delivered
ORD00562,PRD015,Stellar Packing Ltd,2026-04-06,2026-04-09,2026-04-09,100,100,0,Delivered
ORD00563,PRD016,Prime Battery Corp,2025-12-18,2026-01-01,2026-01-01,100,100,0,Delivered
ORD00564,PRD008,Global Screen Supply,2026-03-01,2026-03-11,2026-03-11,500,500,0,Delivered
ORD00565,PRD003,Prime Battery Corp,2026-01-02,2026-01-12,2026-01-12,100,100,7,Delivered
ORD00566,PRD014,Nexus Logistics,2026-07-08,2026-07-22,2026-07-22,250,250,0,Delivered
ORD00567,PRD015,Global Screen Supply,2026-04-29,2026-05-13,2026-05-13,1000,1000,0,Delivered
ORD00568,PRD013,Global Screen Supply,2026-04-17,2026-05-01,2026-05-01,250,250,0,Delivered
ORD00569,PRD008,Prime Battery Corp,2026-02-26,2026-03-12,2026-03-12,50,50,0,Delivered
ORD00570,PRD010,Stellar Packing Ltd,2025-07-27,2025-08-06,2025-08-06,250,250,0,Delivered
ORD00571,PRD013,Stellar Packing Ltd,2025-11-28,2025-12-01,2025-11-29,250,250,0,Delivered
ORD00572,PRD014,Global Screen Supply,2026-03-25,2026-03-30,2026-03-30,500,500,0,Delivered
ORD00573,PRD016,Nexus Logistics,2025-10-16,2025-10-21,2025-10-21,1000,1000,0,Delivered
ORD00574,PRD018,Prime Battery Corp,2025-09-23,2025-10-07,2025-10-07,500,500,0,Delivered
ORD00575,PRD016,Apex Component Ltd,2025-10-06,2025-10-11,2025-10-11,1000,1000,0,Delivered
ORD00576,PRD018,Prime Battery Corp,2025-08-28,2025-08-31,2025-08-31,500,500,0,Delivered
ORD00577,PRD005,Stellar Packing Ltd,2026-06-15,2026-06-25,2026-06-22,500,500,0,Delivered
ORD00578,PRD015,Prime Battery Corp,2026-06-20,2026-06-23,2026-06-23,100,100,0,Delivered
ORD00579,PRD020,Stellar Packing Ltd,2026-05-16,2026-05-19,2026-05-19,1000,1000,0,Delivered
ORD00580,PRD009,Global Screen Supply,2025-11-27,2025-12-11,2025-12-11,500,500,0,Delivered
ORD00581,PRD014,Apex Component Ltd,2026-04-21,2026-04-28,2026-04-30,500,500,0,Delivered
ORD00582,PRD014,Global Screen Supply,2025-08-24,2025-09-07,2025-09-07,250,250,0,Delivered
ORD00583,PRD004,Apex Component Ltd,2025-11-05,2025-11-10,2025-11-10,1000,1000,0,Delivered
ORD00584,PRD003,Nexus Logistics,2025-08-08,2025-08-18,2025-08-20,100,100,0,Delivered
ORD00585,PRD005,Prime Battery Corp,2026-04-27,2026-05-02,2026-05-02,100,100,0,Delivered
ORD00586,PRD006,Apex Component Ltd,2025-08-24,2025-09-03,2025-09-03,250,250,0,Delivered
ORD00587,PRD002,Global Screen Supply,2026-04-24,2026-05-08,2026-05-08,50,50,0,Delivered
ORD00588,PRD020,Stellar Packing Ltd,2026-01-03,2026-01-10,2026-01-10,250,250,0,Delivered
ORD00589,PRD005,Apex Component Ltd,2026-06-01,2026-06-11,2026-06-11,50,50,0,Delivered
ORD00590,PRD018,Apex Component Ltd,2026-07-03,2026-07-13,2026-07-13,50,50,0,Delivered
ORD00591,PRD004,Nexus Logistics,2026-01-30,2026-02-04,,500,0,0,Cancelled
ORD00592,PRD001,Prime Battery Corp,2026-07-08,2026-07-15,2026-07-15,100,100,0,Delivered
ORD00593,PRD016,Stellar Packing Ltd,2025-11-09,2025-11-12,2025-11-12,100,100,0,Delivered
ORD00594,PRD003,Stellar Packing Ltd,2025-09-28,2025-10-01,2025-10-01,100,100,0,Delivered
ORD00595,PRD018,Nexus Logistics,2025-07-26,2025-08-05,2025-08-05,50,50,0,Delivered
ORD00596,PRD017,Apex Component Ltd,2025-11-16,2025-11-19,2025-11-19,250,250,0,Delivered
ORD00597,PRD008,Nexus Logistics,2025-09-01,2025-09-06,2025-09-06,100,100,0,Delivered
ORD00598,PRD009,Global Screen Supply,2025-09-18,2025-09-28,2025-09-28,100,100,0,Delivered
ORD00599,PRD015,Stellar Packing Ltd,2025-09-26,2025-09-29,2025-09-29,50,50,0,Delivered
ORD00600,PRD010,Stellar Packing Ltd,2026-06-10,2026-06-20,2026-06-21,50,50,0,Delivered
ORD00601,PRD015,Nexus Logistics,2026-03-19,2026-03-29,2026-03-29,1000,1000,0,Delivered
ORD00602,PRD001,Stellar Packing Ltd,2026-07-25,2026-07-28,2026-07-25,1000,1000,0,Delivered
ORD00603,PRD008,Global Screen Supply,2025-08-16,2025-08-19,2025-08-19,100,100,0,Delivered
ORD00604,PRD016,Prime Battery Corp,2026-05-29,2026-06-05,2026-06-08,250,250,11,Delivered
ORD00605,PRD003,Prime Battery Corp,2025-10-29,2025-11-08,2025-11-08,500,500,0,Delivered
ORD00606,PRD002,Nexus Logistics,2025-11-14,2025-11-17,2025-11-17,100,100,0,Delivered
ORD00607,PRD007,Nexus Logistics,2025-10-27,2025-10-30,,250,0,0,Cancelled
ORD00608,PRD012,Apex Component Ltd,2026-05-05,2026-05-08,2026-05-05,100,100,0,Delivered
ORD00609,PRD008,Prime Battery Corp,2025-10-22,2025-10-29,2025-10-28,1000,1000,0,Delivered
ORD00610,PRD011,Global Screen Supply,2025-12-28,2026-01-07,2026-01-07,100,100,0,Delivered
ORD00611,PRD007,Global Screen Supply,2026-04-23,2026-05-03,2026-05-03,250,250,0,Delivered
ORD00612,PRD005,Prime Battery Corp,2025-11-28,2025-12-01,2025-12-01,250,250,0,Delivered
ORD00613,PRD006,Stellar Packing Ltd,2026-02-08,2026-02-22,2026-02-22,250,250,0,Delivered
ORD00614,PRD009,Stellar Packing Ltd,2026-02-15,2026-03-01,2026-03-01,50,50,0,Delivered
ORD00615,PRD012,Prime Battery Corp,2026-05-02,2026-05-05,2026-05-05,100,100,0,Delivered
ORD00616,PRD015,Nexus Logistics,2026-03-03,2026-03-13,2026-03-13,250,250,0,Delivered
ORD00617,PRD010,Stellar Packing Ltd,2026-04-13,2026-04-27,2026-04-27,50,50,0,Delivered
ORD00618,PRD009,Prime Battery Corp,2026-07-09,2026-07-16,2026-07-16,100,100,0,Delivered
ORD00619,PRD013,Stellar Packing Ltd,2026-06-25,2026-06-28,2026-06-28,500,500,0,Delivered
ORD00620,PRD017,Stellar Packing Ltd,2026-05-03,2026-05-13,2026-05-17,500,500,0,Delivered
ORD00621,PRD005,Stellar Packing Ltd,2025-09-28,2025-10-05,2025-10-05,50,50,0,Delivered
ORD00622,PRD011,Stellar Packing Ltd,2025-08-05,2025-08-19,2025-08-17,50,50,0,Delivered
ORD00623,PRD007,Nexus Logistics,2025-09-18,2025-09-25,2025-09-25,1000,1000,0,Delivered
ORD00624,PRD001,Global Screen Supply,2025-11-03,2025-11-06,2025-11-06,500,500,0,Delivered
ORD00625,PRD014,Nexus Logistics,2025-10-13,2025-10-16,2025-10-16,100,100,7,Delivered
ORD00626,PRD006,Stellar Packing Ltd,2026-05-15,2026-05-22,2026-05-22,1000,1000,0,Delivered
ORD00627,PRD020,Global Screen Supply,2026-04-20,2026-04-27,2026-04-27,1000,1000,0,Delivered
ORD00628,PRD013,Stellar Packing Ltd,2025-10-22,2025-11-01,2025-11-01,100,100,0,Delivered
ORD00629,PRD002,Global Screen Supply,2025-10-13,2025-10-20,2025-10-20,1000,1000,0,Delivered
ORD00630,PRD012,Apex Component Ltd,2025-09-16,2025-09-30,2025-09-29,250,250,0,Delivered
ORD00631,PRD013,Prime Battery Corp,2026-02-14,2026-02-19,,500,0,0,Cancelled
ORD00632,PRD009,Apex Component Ltd,2026-07-23,2026-07-28,2026-07-28,250,250,0,Delivered
ORD00633,PRD016,Prime Battery Corp,2025-10-15,2025-10-20,2025-10-19,50,50,0,Delivered
ORD00634,PRD005,Nexus Logistics,2026-01-24,2026-01-29,2026-01-29,100,100,0,Delivered
ORD00635,PRD013,Prime Battery Corp,2026-03-09,2026-03-12,,1000,0,0,Cancelled
ORD00636,PRD013,Global Screen Supply,2025-11-29,2025-12-06,2025-12-07,100,100,0,Delivered
ORD00637,PRD006,Global Screen Supply,2025-08-16,2025-08-26,2025-08-26,1000,1000,0,Delivered
ORD00638,PRD004,Global Screen Supply,2025-11-11,2025-11-14,2025-11-20,250,250,6,Delivered
ORD00639,PRD002,Apex Component Ltd,2025-11-13,2025-11-23,2025-11-23,250,250,0,Delivered
ORD00640,PRD005,Prime Battery Corp,2025-10-22,2025-10-29,2025-11-06,500,500,0,Delivered
ORD00641,PRD020,Apex Component Ltd,2025-12-30,2026-01-04,2026-01-04,500,500,18,Delivered
ORD00642,PRD020,Nexus Logistics,2026-01-09,2026-01-14,2026-01-14,250,250,16,Delivered
ORD00643,PRD011,Global Screen Supply,2025-11-07,2025-11-21,2025-11-21,50,50,0,Delivered
ORD00644,PRD001,Apex Component Ltd,2026-04-02,2026-04-05,2026-04-05,100,100,0,Delivered
ORD00645,PRD008,Stellar Packing Ltd,2025-09-03,2025-09-13,2025-09-13,500,500,0,Delivered
ORD00646,PRD009,Nexus Logistics,2025-09-03,2025-09-10,2025-09-10,500,500,0,Delivered
ORD00647,PRD013,Nexus Logistics,2025-09-05,2025-09-12,2025-09-12,1000,1000,0,Delivered
ORD00648,PRD003,Prime Battery Corp,2025-10-02,2025-10-12,2025-10-11,100,100,0,Delivered
ORD00649,PRD013,Nexus Logistics,2025-12-29,2026-01-12,2026-01-14,50,50,0,Delivered
ORD00650,PRD017,Nexus Logistics,2026-06-15,2026-06-22,2026-06-22,50,50,0,Delivered
ORD00651,PRD005,Prime Battery Corp,2026-05-30,2026-06-09,2026-06-09,100,100,0,Delivered
ORD00652,PRD013,Stellar Packing Ltd,2025-09-04,2025-09-18,2025-09-16,100,100,0,Delivered
ORD00653,PRD014,Apex Component Ltd,2025-09-18,2025-10-02,2025-10-02,250,250,0,Delivered
ORD00654,PRD001,Apex Component Ltd,2025-08-29,2025-09-08,2025-09-08,1000,1000,0,Delivered
ORD00655,PRD017,Apex Component Ltd,2026-03-12,2026-03-26,2026-03-29,100,100,0,Delivered
ORD00656,PRD006,Apex Component Ltd,2025-12-22,2025-12-25,2025-12-26,500,500,0,Delivered
ORD00657,PRD001,Stellar Packing Ltd,2025-08-15,2025-08-18,2025-08-23,100,100,0,Delivered
ORD00658,PRD011,Global Screen Supply,2026-01-25,2026-02-04,2026-02-04,500,500,0,Delivered
ORD00659,PRD001,Stellar Packing Ltd,2025-09-25,2025-10-09,2025-10-09,250,250,0,Delivered
ORD00660,PRD007,Apex Component Ltd,2026-06-16,2026-06-23,2026-06-23,50,50,0,Delivered
ORD00661,PRD012,Nexus Logistics,2026-03-25,2026-03-28,2026-03-27,500,500,0,Delivered
ORD00662,PRD006,Nexus Logistics,2025-09-22,2025-10-02,2025-10-02,1000,1000,0,Delivered
ORD00663,PRD013,Prime Battery Corp,2025-11-14,2025-11-21,2025-11-21,500,500,0,Delivered
ORD00664,PRD011,Nexus Logistics,2026-02-05,2026-02-19,2026-02-19,500,500,0,Delivered
ORD00665,PRD004,Stellar Packing Ltd,2026-01-29,2026-02-03,2026-02-03,250,250,3,Delivered
ORD00666,PRD005,Stellar Packing Ltd,2026-06-29,2026-07-13,2026-07-13,1000,1000,0,Delivered
ORD00667,PRD016,Nexus Logistics,2025-10-08,2025-10-22,2025-10-22,250,250,0,Delivered
ORD00668,PRD009,Stellar Packing Ltd,2026-03-26,2026-03-31,2026-03-31,500,500,33,Delivered
ORD00669,PRD002,Global Screen Supply,2026-03-31,2026-04-10,2026-04-10,250,250,0,Delivered
ORD00670,PRD013,Nexus Logistics,2025-08-30,2025-09-13,2025-09-13,250,250,0,Delivered
ORD00671,PRD010,Nexus Logistics,2026-06-25,2026-06-30,2026-06-30,1000,1000,0,Delivered
ORD00672,PRD012,Stellar Packing Ltd,2025-09-15,2025-09-20,2025-09-20,500,500,0,Delivered
ORD00673,PRD004,Stellar Packing Ltd,2026-06-22,2026-06-29,2026-06-26,1000,1000,0,Delivered
ORD00674,PRD013,Apex Component Ltd,2026-03-19,2026-03-29,2026-03-29,250,250,4,Delivered
ORD00675,PRD019,Stellar Packing Ltd,2026-05-14,2026-05-24,2026-05-27,250,250,0,Delivered
ORD00676,PRD013,Apex Component Ltd,2026-02-11,2026-02-25,2026-02-25,1000,1000,68,Delivered
ORD00677,PRD006,Stellar Packing Ltd,2026-07-15,2026-07-20,2026-07-20,50,50,0,Delivered
ORD00678,PRD002,Apex Component Ltd,2025-09-26,2025-10-10,2025-10-10,250,250,0,Delivered
ORD00679,PRD018,Nexus Logistics,2025-10-04,2025-10-18,2025-10-18,500,500,0,Delivered
ORD00680,PRD008,Apex Component Ltd,2025-10-29,2025-11-03,2025-11-03,250,250,0,Delivered
ORD00681,PRD003,Stellar Packing Ltd,2025-12-02,2025-12-09,2025-12-07,500,500,0,Delivered
ORD00682,PRD003,Prime Battery Corp,2026-06-14,2026-06-19,2026-06-19,250,250,0,Delivered
ORD00683,PRD013,Apex Component Ltd,2026-05-30,2026-06-04,2026-06-04,50,50,0,Delivered
ORD00684,PRD009,Global Screen Supply,2025-11-17,2025-11-24,2025-11-24,50,50,0,Delivered
ORD00685,PRD019,Nexus Logistics,2025-09-11,2025-09-25,2025-09-25,250,250,0,Delivered
ORD00686,PRD006,Prime Battery Corp,2026-07-07,2026-07-21,2026-07-21,1000,1000,0,Delivered
ORD00687,PRD005,Nexus Logistics,2026-05-11,2026-05-18,2026-05-18,50,50,0,Delivered
ORD00688,PRD012,Nexus Logistics,2026-04-08,2026-04-15,2026-04-15,250,250,0,Delivered
ORD00689,PRD011,Apex Component Ltd,2026-06-14,2026-06-17,2026-06-17,50,50,0,Delivered
ORD00690,PRD014,Stellar Packing Ltd,2025-10-02,2025-10-12,2025-10-12,500,500,0,Delivered
ORD00691,PRD014,Stellar Packing Ltd,2026-01-17,2026-01-22,2026-01-30,1000,1000,0,Delivered
ORD00692,PRD002,Nexus Logistics,2026-04-04,2026-04-14,2026-04-18,100,100,0,Delivered
ORD00693,PRD019,Nexus Logistics,2025-11-13,2025-11-20,2025-11-28,1000,1000,0,Delivered
ORD00694,PRD012,Apex Component Ltd,2025-07-27,2025-08-03,2025-08-10,100,100,0,Delivered
ORD00695,PRD001,Global Screen Supply,2026-06-26,2026-07-03,2026-07-03,100,100,0,Delivered
ORD00696,PRD006,Global Screen Supply,2026-01-22,2026-02-01,2026-02-01,50,50,0,Delivered
ORD00697,PRD002,Global Screen Supply,2026-07-01,2026-07-06,2026-07-06,500,500,0,Delivered
ORD00698,PRD013,Stellar Packing Ltd,2026-02-09,2026-02-14,2026-02-14,50,50,0,Delivered
ORD00699,PRD014,Stellar Packing Ltd,2025-07-29,2025-08-08,2025-08-08,500,500,0,Delivered
ORD00700,PRD004,Prime Battery Corp,2026-07-18,2026-07-23,2026-07-23,500,500,0,Delivered
ORD00701,PRD008,Apex Component Ltd,2025-09-30,2025-10-10,2025-10-09,50,50,0,Delivered
ORD00702,PRD008,Global Screen Supply,2026-01-13,2026-01-23,2026-01-23,500,500,8,Delivered
ORD00703,PRD002,Global Screen Supply,2025-08-14,2025-08-17,2025-08-17,50,50,0,Delivered
ORD00704,PRD012,Prime Battery Corp,2025-12-27,2025-12-30,2025-12-30,50,50,0,Delivered
ORD00705,PRD008,Prime Battery Corp,2025-11-09,2025-11-23,2025-11-25,500,500,38,Delivered
ORD00706,PRD010,Nexus Logistics,2025-11-05,2025-11-19,,100,0,0,Cancelled
ORD00707,PRD007,Nexus Logistics,2026-05-02,2026-05-09,2026-05-09,1000,1000,0,Delivered
ORD00708,PRD006,Stellar Packing Ltd,2025-12-12,2025-12-17,,250,0,0,Cancelled
ORD00709,PRD019,Apex Component Ltd,2026-07-15,2026-07-20,2026-07-20,500,500,0,Delivered
ORD00710,PRD013,Stellar Packing Ltd,2025-12-11,2025-12-16,,100,0,0,Cancelled
ORD00711,PRD019,Global Screen Supply,2026-05-24,2026-05-27,2026-05-27,1000,1000,0,Delivered
ORD00712,PRD006,Global Screen Supply,2025-08-17,2025-08-31,2025-08-31,100,100,0,Delivered
ORD00713,PRD007,Stellar Packing Ltd,2025-09-22,2025-09-25,2025-09-25,250,250,0,Delivered
ORD00714,PRD002,Apex Component Ltd,2026-01-23,2026-01-28,2026-01-28,250,250,0,Delivered
ORD00715,PRD020,Stellar Packing Ltd,2025-11-07,2025-11-17,2025-11-17,100,100,0,Delivered
ORD00716,PRD005,Nexus Logistics,2025-09-10,2025-09-20,2025-09-20,100,100,0,Delivered
ORD00717,PRD006,Global Screen Supply,2026-02-11,2026-02-25,2026-03-01,100,100,0,Delivered
ORD00718,PRD020,Apex Component Ltd,2026-02-03,2026-02-13,2026-02-14,50,50,0,Delivered
ORD00719,PRD004,Stellar Packing Ltd,2026-01-14,2026-01-17,2026-01-17,100,100,0,Delivered
ORD00720,PRD018,Apex Component Ltd,2025-08-04,2025-08-07,2025-08-14,50,50,0,Delivered
ORD00721,PRD008,Nexus Logistics,2026-07-11,2026-07-14,2026-07-16,500,500,0,Delivered
ORD00722,PRD002,Stellar Packing Ltd,2025-10-10,2025-10-15,2025-10-15,500,500,0,Delivered
ORD00723,PRD012,Apex Component Ltd,2025-12-10,2025-12-20,2025-12-20,250,250,0,Delivered
ORD00724,PRD011,Global Screen Supply,2026-02-09,2026-02-19,2026-02-26,500,500,0,Delivered
ORD00725,PRD012,Prime Battery Corp,2026-04-04,2026-04-14,2026-04-14,500,500,0,Delivered
ORD00726,PRD014,Stellar Packing Ltd,2026-04-05,2026-04-19,2026-04-19,1000,1000,0,Delivered
ORD00727,PRD003,Global Screen Supply,2026-01-26,2026-01-29,2026-02-06,100,100,0,Delivered
ORD00728,PRD010,Nexus Logistics,2025-10-06,2025-10-20,2025-10-20,500,500,9,Delivered
ORD00729,PRD002,Apex Component Ltd,2026-06-29,2026-07-13,2026-07-13,50,50,0,Delivered
ORD00730,PRD005,Global Screen Supply,2026-03-22,2026-03-27,2026-03-27,1000,1000,0,Delivered
ORD00731,PRD005,Apex Component Ltd,2026-06-18,2026-06-21,2026-06-21,1000,1000,68,Delivered
ORD00732,PRD008,Nexus Logistics,2025-10-13,2025-10-20,2025-10-20,50,50,0,Delivered
ORD00733,PRD015,Nexus Logistics,2026-01-01,2026-01-11,2026-01-11,500,500,0,Delivered
ORD00734,PRD001,Global Screen Supply,2025-12-16,2025-12-21,2025-12-21,1000,1000,73,Delivered
ORD00735,PRD003,Stellar Packing Ltd,2026-05-10,2026-05-13,2026-05-13,1000,1000,16,Delivered
ORD00736,PRD017,Global Screen Supply,2026-01-02,2026-01-12,2026-01-12,250,250,0,Delivered
ORD00737,PRD001,Stellar Packing Ltd,2026-02-05,2026-02-15,2026-02-18,1000,1000,0,Delivered
ORD00738,PRD007,Global Screen Supply,2025-10-15,2025-10-29,2025-10-29,1000,1000,0,Delivered
ORD00739,PRD002,Nexus Logistics,2025-11-24,2025-11-29,2025-11-29,1000,1000,0,Delivered
ORD00740,PRD018,Apex Component Ltd,2026-04-06,2026-04-09,2026-04-09,500,500,0,Delivered
ORD00741,PRD009,Nexus Logistics,2025-12-03,2025-12-13,2025-12-13,100,100,0,Delivered
ORD00742,PRD015,Prime Battery Corp,2026-04-13,2026-04-27,2026-04-27,250,250,0,Delivered
ORD00743,PRD008,Stellar Packing Ltd,2025-07-29,2025-08-03,2025-08-01,50,50,0,Delivered
ORD00744,PRD015,Stellar Packing Ltd,2026-03-20,2026-03-23,2026-03-30,50,50,0,Delivered
ORD00745,PRD007,Nexus Logistics,2025-09-21,2025-09-28,,500,0,0,Cancelled
ORD00746,PRD005,Nexus Logistics,2025-10-07,2025-10-12,2025-10-12,250,250,0,Delivered
ORD00747,PRD007,Apex Component Ltd,2025-11-10,2025-11-13,2025-11-13,500,500,0,Delivered
ORD00748,PRD014,Stellar Packing Ltd,2025-11-11,2025-11-18,2025-11-25,100,100,0,Delivered
ORD00749,PRD018,Global Screen Supply,2026-07-16,2026-07-26,2026-07-26,250,250,0,Delivered
ORD00750,PRD011,Apex Component Ltd,2025-10-10,2025-10-20,2025-10-20,100,100,0,Delivered
ORD00751,PRD015,Stellar Packing Ltd,2025-09-12,2025-09-15,2025-09-12,100,100,0,Delivered
ORD00752,PRD019,Apex Component Ltd,2026-01-30,2026-02-06,2026-02-06,50,50,0,Delivered
ORD00753,PRD012,Prime Battery Corp,2026-04-28,2026-05-08,2026-05-08,1000,1000,0,Delivered
ORD00754,PRD013,Prime Battery Corp,2026-06-27,2026-07-07,2026-07-07,250,250,0,Delivered
ORD00755,PRD020,Nexus Logistics,2025-09-16,2025-09-26,2025-10-04,1000,1000,0,Delivered
ORD00756,PRD018,Nexus Logistics,2025-09-21,2025-09-26,2025-09-26,500,500,0,Delivered
ORD00757,PRD001,Prime Battery Corp,2025-11-16,2025-11-30,2025-11-30,250,250,0,Delivered
ORD00758,PRD001,Apex Component Ltd,2025-10-11,2025-10-18,2025-10-18,1000,1000,0,Delivered
ORD00759,PRD002,Stellar Packing Ltd,2026-03-01,2026-03-06,2026-03-04,500,500,0,Delivered
ORD00760,PRD019,Nexus Logistics,2026-06-11,2026-06-18,2026-06-18,1000,1000,0,Delivered
ORD00761,PRD020,Stellar Packing Ltd,2025-09-03,2025-09-17,,500,0,0,Cancelled
ORD00762,PRD005,Nexus Logistics,2026-06-14,2026-06-21,2026-06-21,100,100,0,Delivered
ORD00763,PRD002,Prime Battery Corp,2025-09-05,2025-09-10,2025-09-10,50,50,0,Delivered
ORD00764,PRD006,Apex Component Ltd,2025-09-02,2025-09-12,2025-09-12,250,250,0,Delivered
ORD00765,PRD014,Nexus Logistics,2026-01-01,2026-01-11,2026-01-14,100,100,0,Delivered
ORD00766,PRD006,Stellar Packing Ltd,2025-12-02,2025-12-05,2025-12-05,100,100,0,Delivered
ORD00767,PRD011,Global Screen Supply,2025-11-14,2025-11-17,2025-11-17,100,100,0,Delivered
ORD00768,PRD014,Stellar Packing Ltd,2026-02-14,2026-02-19,2026-02-19,250,250,0,Delivered
ORD00769,PRD006,Global Screen Supply,2026-03-31,2026-04-10,2026-04-10,500,500,0,Delivered
ORD00770,PRD003,Nexus Logistics,2025-10-18,2025-10-21,2025-10-21,1000,1000,0,Delivered
ORD00771,PRD006,Prime Battery Corp,2025-11-27,2025-11-30,2025-11-30,100,100,0,Delivered
ORD00772,PRD015,Stellar Packing Ltd,2026-01-05,2026-01-10,2026-01-10,1000,1000,0,Delivered
ORD00773,PRD019,Nexus Logistics,2026-07-09,2026-07-19,2026-07-18,250,250,0,Delivered
ORD00774,PRD006,Stellar Packing Ltd,2026-01-08,2026-01-22,2026-01-23,500,500,0,Delivered
ORD00775,PRD002,Stellar Packing Ltd,2026-04-21,2026-04-24,2026-04-26,250,250,0,Delivered
ORD00776,PRD003,Stellar Packing Ltd,2026-01-01,2026-01-11,,1000,0,0,Cancelled
ORD00777,PRD010,Nexus Logistics,2026-04-03,2026-04-06,2026-04-10,250,250,2,Delivered
ORD00778,PRD006,Apex Component Ltd,2025-10-30,2025-11-06,2025-11-06,1000,1000,0,Delivered
ORD00779,PRD003,Prime Battery Corp,2026-01-09,2026-01-23,2026-01-22,500,500,0,Delivered
ORD00780,PRD015,Apex Component Ltd,2026-04-18,2026-05-02,2026-05-02,100,100,0,Delivered
ORD00781,PRD003,Prime Battery Corp,2026-05-06,2026-05-11,2026-05-19,100,100,1,Delivered
